course,model_family,mae,rmse,mape,asym_loss,n_preds,params_json,error
avalanche rescue,catboost,95.61447753769671,221.9086775541998,86.73038694620075,106.89789691528053,126,"{""depth"": 6, ""learning_rate"": 0.1, ""use_log"": true}",
avalanche rescue,hist_gradient_boosting,84.95006461999644,200.88391097312137,79.92294505687019,107.05844559097969,126,"{""learning_rate"": 0.05, ""max_depth"": 5, ""min_samples_leaf"": 10, ""use_log"": true}",
avalanche rescue,catboost,97.94915097542837,222.98625343413045,87.40781176155889,107.9792099299755,126,"{""depth"": 6, ""learning_rate"": 0.05, ""use_log"": true}",
avalanche rescue,sarimax,81.89083486971018,181.61365701115602,106.55179745837096,109.17556075363825,126,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12]}",
avalanche rescue,hist_gradient_boosting,85.9097901966973,199.8748536489614,77.33822323570539,111.71405926952696,126,"{""learning_rate"": 0.1, ""max_depth"": 3, ""min_samples_leaf"": 10, ""use_log"": true}",
avalanche rescue,hist_gradient_boosting,87.7754052468048,202.95686134191968,78.04481380831474,113.65976801170314,126,"{""learning_rate"": 0.05, ""max_depth"": 3, ""min_samples_leaf"": 10, ""use_log"": true}",
avalanche rescue,hist_gradient_boosting,89.15145965831985,202.803759705968,83.19756128810654,121.94229021996755,126,"{""learning_rate"": 0.1, ""max_depth"": 5, ""min_samples_leaf"": 10, ""use_log"": true}",
avalanche rescue,ridge,79.60171889909005,201.78005281387442,86.70564493195783,123.61870176289527,126,"{""alpha"": 1.0, ""use_log"": true}",
avalanche rescue,elasticnet,129.6858897297065,254.8410934654843,110.93699593445399,133.6430663539145,126,"{""alpha"": 1.0, ""l1_ratio"": 0.5, ""use_log"": true}",
avalanche rescue,elasticnet,146.05647273816413,282.441458071849,117.09514032595271,150.93441641534466,126,"{""alpha"": 1.0, ""l1_ratio"": 0.9, ""use_log"": true}",
avalanche rescue,elasticnet,93.81421186193712,252.84805238607083,93.50986194609176,154.62608110624672,126,"{""alpha"": 0.01, ""l1_ratio"": 0.9, ""use_log"": true}",
avalanche rescue,elasticnet,94.36777610699035,250.26171065695016,96.23540851970446,156.61100570781713,126,"{""alpha"": 0.01, ""l1_ratio"": 0.5, ""use_log"": true}",
avalanche rescue,ridge,113.33712380526195,329.0745605218861,96.88941284508475,178.5762165815106,126,"{""alpha"": 0.1, ""use_log"": true}",
avalanche rescue,ets,246.21294920250574,304.23793784273124,1915.28332238198,370.9346287930866,126,"{""trend"": ""add"", ""seasonal"": ""add"", ""damped_trend"": true}",
avalanche rescue,ets,246.21294920250574,304.23793784273124,1915.28332238198,370.9346287930866,126,"{""trend"": ""add"", ""seasonal"": ""add"", ""damped_trend"": false}",
avalanche rescue,ets,246.21294920250574,304.23793784273124,1915.28332238198,370.9346287930866,126,"{""trend"": ""add"", ""seasonal"": ""mul"", ""damped_trend"": true}",
avalanche rescue,ets,246.21294920250574,304.23793784273124,1915.28332238198,370.9346287930866,126,"{""trend"": ""add"", ""seasonal"": ""mul"", ""damped_trend"": false}",
avalanche rescue,ets,246.21294920250574,304.23793784273124,1915.28332238198,370.9346287930866,126,"{""trend"": ""add"", ""seasonal"": null, ""damped_trend"": true}",
avalanche rescue,ets,246.21294920250574,304.23793784273124,1915.28332238198,370.9346287930866,126,"{""trend"": ""add"", ""seasonal"": null, ""damped_trend"": false}",
avalanche rescue,ets,246.21294920250574,304.23793784273124,1915.28332238198,370.9346287930866,126,"{""trend"": ""mul"", ""seasonal"": ""add"", ""damped_trend"": true}",
avalanche rescue,ets,246.21294920250574,304.23793784273124,1915.28332238198,370.9346287930866,126,"{""trend"": ""mul"", ""seasonal"": ""add"", ""damped_trend"": false}",
avalanche rescue,ets,246.21294920250574,304.23793784273124,1915.28332238198,370.9346287930866,126,"{""trend"": ""mul"", ""seasonal"": ""mul"", ""damped_trend"": true}",
avalanche rescue,ets,246.21294920250574,304.23793784273124,1915.28332238198,370.9346287930866,126,"{""trend"": ""mul"", ""seasonal"": ""mul"", ""damped_trend"": false}",
avalanche rescue,ets,246.21294920250574,304.23793784273124,1915.28332238198,370.9346287930866,126,"{""trend"": ""mul"", ""seasonal"": null, ""damped_trend"": true}",
avalanche rescue,ets,246.21294920250574,304.23793784273124,1915.28332238198,370.9346287930866,126,"{""trend"": ""mul"", ""seasonal"": null, ""damped_trend"": false}",
avalanche rescue,ets,246.21294920250574,304.23793784273124,1915.28332238198,370.9346287930866,126,"{""trend"": null, ""seasonal"": ""add"", ""damped_trend"": false}",
avalanche rescue,ets,246.21294920250574,304.23793784273124,1915.28332238198,370.9346287930866,126,"{""trend"": null, ""seasonal"": ""mul"", ""damped_trend"": false}",
avalanche rescue,sarimax,8.411271454473142e+47,9.359533142133408e+48,1.9581667122483733e+47,1.6822542908946284e+48,126,"{""order"": [1, 1, 1], ""seasonal_order"": [0, 1, 1, 12]}",
