Course Type Name,Start Date,Enrolled,Student Price,Location,year,month,course,combined_course
Avalanche Rescue,2023-03-12,4,225.0,"Stevens Pass, Washington, United States",2023,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-03-12,5,195.0,"Hoosier Pass, Colorado, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1,2023-03-12,5,725.0,"Tam Rim Alpine Huts, Oregon, United States",2023,3,AIARE 1,aiare 1
AIARE 2,2023-03-12,5,725.0,"Tam Rim Alpine Huts, Oregon, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-12,5,10.0,"Heavenly Ski Resort, California, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-11,17,675.0,"Olympic Valley, California, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-11,10,575.0,"Grand Teton National Park, Wyoming, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-11,0,595.0,"Donner Summit, California, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-11,0,525.0,"Donner Summit, California, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-11,17,495.0,"Estes Park, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-11,3,695.0,"Breckenridge/Vail Pass, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-11,0,550.0,"Stevens Pass, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-11,9,620.0,"Rocky Mountain National Park, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-11,0,620.0,"Loveland Pass, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 2,2023-03-11,0,700.0,"Aspen, Colorado, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-11,11,550.0,"Snoqualmie Pass, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-11,0,545.0,"Bishop/Mammoth Lakes, California, United States",2023,3,AIARE 1,aiare 1
AIARE 2,2023-03-11,0,650.0,"Bishop/Mammoth Lakes, California, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-11,18,550.0,"Mt Washington, New Hampshire, United States",2023,3,AIARE 1,aiare 1
Avalanche Rescue,2023-03-11,0,295.0,"Selkirk Powder, Idaho, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1,2023-03-11,3,550.0,"Snoqualmie Pass, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 2,2023-03-11,3,695.0,"Rocky Mountain National Park, Colorado, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-11,0,599.0,"Rocky Mountain National Park, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-11,8,595.0,"Bluebird Backcountry, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-11,12,550.0,"Mt Hood, Oregon, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-11,7,899.0,"Bluebird Backcountry, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2023-03-10,3,795.0,"Donner Summit, California, United States",2023,3,AIARE 1 + Avalanche Rescue,aiare 1
Avalanche Rescue,2023-03-10,0,295.0,"Donner Summit, California, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 2,2023-03-10,8,615.0,"Sawatch Range, Colorado, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-10,10,1149.0,"Berthoud Pass, Broome Hut, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-10,13,729.0,"Rocky Mountain National Park, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2023-03-10,0,750.0,"Mt. Baker, Washington, United States",2023,3,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2023-03-10,9,525.0,"Mammoth Lakes, California, California, United States",2023,3,AIARE 1,aiare 1
AIARE 2,2023-03-10,0,550.0,"Crested Butte, Colorado, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-10,0,595.0,"Mammoth Lakes, California, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-10,0,645.0,"Vail Pass, Fremont Pass, and surrounding areas, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-10,0,450.0,"salt Lake City - Cottonwoods, Utah, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-10,13,525.0,"Mount Washington Valley, New Hampshire, United States",2023,3,AIARE 1,aiare 1
Avalanche Rescue,2023-03-10,5,250.0,"Aspen, Colorado, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1,2023-03-10,10,495.0,"Mount Washington, New Hampshire, United States",2023,3,AIARE 1,aiare 1
AIARE 2,2023-03-10,11,650.0,"Summit County, Colorado, United States",2023,3,AIARE 2,aiare 2
Avalanche Rescue,2023-03-10,4,225.0,"Bishop/Mammoth Lakes, California, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1,2023-03-10,0,700.0,"Crested Butte, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 2,2023-03-10,8,725.0,"Olympic Valley, California, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-10,0,675.0,"Snoqualmie Pass, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-10,6,460.0,"Sawatch Range, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-10,13,520.0,"Stanley, Idaho, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-10,0,490.0,"Kirkwood Mountain Resort, California, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-10,7,699.0,"Red Mountain Pass, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-10,0,580.0,"Sierra Nevada, CA, California, United States",2023,3,AIARE 1,aiare 1
AIARE 2,2023-03-10,6,549.0,"Lincoln County Customs, Wyoming, United States",2023,3,AIARE 2,aiare 2
AIARE 2,2023-03-10,3,525.0,"Crested Butte, Colorado, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-10,12,150.0,"Leadville, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-10,8,350.0,"San Juan Mountains, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-09,7,575.0,"Grand Teton National Park, Wyoming, United States",2023,3,AIARE 1,aiare 1
Avalanche Rescue,2023-03-09,0,279.0,"Rocky Mountain National Park, Colorado, United States",2023,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-03-09,0,235.0,"Vail Pass, Fremont Pass, and surrounding areas, Colorado, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1,2023-03-09,0,725.0,"Big Holes, ID, Idaho, United States",2023,3,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2023-03-09,0,880.0,"Vail Pass, Fremont Pass, and surrounding areas, Colorado, United States",2023,3,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1 + Avalanche Rescue,2023-03-09,0,880.0,"Vail Pass, Fremont Pass, and surrounding areas, Colorado, United States",2023,3,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2023-03-09,10,550.0,"Stevens Pass, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-09,11,550.0,"Snoqualmie Pass, Washington, United States",2023,3,AIARE 1,aiare 1
Avalanche Rescue,2023-03-09,6,150.0,"Lincoln County Customs, Wyoming, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1,2023-03-08,0,525.0,"Donner Summit, California, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-08,6,550.0,"Mt Washington, New Hampshire, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-08,19,555.0,"Bluebird Backcountry, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2023-03-08,0,1.0,"Smugglers Notch, Vermont, United States",2023,3,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2023-03-08,1,550.0,"Snoqualmie, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2023-03-07,0,795.0,"Donner Summit, California, United States",2023,3,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 2,2023-03-07,3,625.0,"Donner Summit, California, United States",2023,3,AIARE 2,aiare 2
AIARE 2,2023-03-07,3,550.0,"Berthoud Pass or Watrous Gulch, Colorado, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-07,4,615.0,"Aspen, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-07,8,550.0,"Crystal Mountain, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-07,6,590.0,"Mt Baker, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-07,10,230.0,"Stevens Pass Ski area, Mountain Education Yurt, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-07,4,600.0,"Vail Pass Recreation Area (Camp Hale), Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-07,9,550.0,"Olympic National Park / Hurricane Ridge, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 2,2023-03-07,0,675.0,"Stevens Pass, Washington, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-07,7,550.0,"Mt Hood, Oregon, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-07,18,150.0,"Plumas National Forest and Feather River College, California, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-07,0,230.0,"Stevens Pass Ski area, Mountain Education Yurt, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-07,5,500.0,"Snoqualmie Pass, Washington, United States",2023,3,AIARE 1,aiare 1
Avalanche Rescue,2023-03-07,6,1.0,"Plumas National Forest, California, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 2,2023-03-07,4,1500.0,"Gaspesie National Park, Other / International, Canada",2023,3,AIARE 2,aiare 2
Avalanche Rescue,2023-03-06,0,295.0,"Donner Summit, California, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1,2023-03-06,0,699.0,"Rocky Mountain National Park, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 2,2023-03-06,2,850.0,"Taos - Sangre de Cristo Range, New Mexico, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-06,8,495.0,"Mount Washington, New Hampshire, United States",2023,3,AIARE 1,aiare 1
Avalanche Rescue,2023-03-06,6,240.0,"Mt Baker, Washington, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1,2023-03-06,12,595.0,"Winter Park, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-06,9,495.0,"Snoqualmie Pass, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-06,0,495.0,"Snoqualmie Pass, Washington, United States",2023,3,AIARE 1,aiare 1
Avalanche Rescue,2023-03-06,5,295.0,"Olympic Valley, California, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 2,2023-03-06,4,600.0,"Tam Rim Alpine Huts / MT Bachelor Ski Area, Oregon, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-06,10,600.0,"Three Sisters, Oregon, United States",2023,3,AIARE 1,aiare 1
Avalanche Rescue,2023-03-05,2,225.0,"Grand Teton National Park, Wyoming, United States",2023,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-03-05,11,279.0,"Rocky Mountain National Park, Colorado, United States",2023,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-03-05,6,200.0,"Summit County, Colorado, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 2,2023-03-05,2,665.0,"Donner Summit, California, United States",2023,3,AIARE 2,aiare 2
Avalanche Rescue,2023-03-05,4,225.0,"Crested Butte Mountain Resort, Colorado, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1,2023-03-05,6,550.0,"Snoqualmie Pass, Washington, United States",2023,3,AIARE 1,aiare 1
Avalanche Rescue,2023-03-04,8,295.0,"Olympic Valley, California, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1,2023-03-04,0,575.0,"Grand Teton National Park, Wyoming, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,5,595.0,"Donner Summit, California, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,9,525.0,"Donner Summit, California, United States",2023,3,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2023-03-04,0,1149.0,"Rocky Mountain National Park, Colorado, United States",2023,3,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2023-03-04,11,585.0,"Estes Park, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,11,695.0,"Breckenridge/Vail Pass, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,10,550.0,"Snoqualmie Pass, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,6,525.0,"White Mountains / Mount Washington, New Hampshire, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,6,615.0,"Aspen, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,9,525.0,"Adirondacks, New York, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,5,585.0,"Bishop/Mammoth Lakes, California, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,18,550.0,"Mt Washington, New Hampshire, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,0,450.0,"Selkirk Powder, Idaho, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,18,550.0,"Mt Hood, Oregon, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,0,595.0,"Donner Summit, California, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,8,575.0,"Truckee/Tahoe National Forest, California, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,1,600.0,"Crested Butte, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,24,595.0,"Bluebird Backcountry, Colorado, United States",2023,3,AIARE 1,aiare 1
Avalanche Rescue,2023-03-04,0,200.0,"Prival Big Cottonwood Canyon, Utah, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 2 + Avalanche Rescue,2023-03-04,5,475.0,"PWSC, Alaska, United States",2023,3,AIARE 2 + Avalanche Rescue,aiare 2
AIARE 1,2023-03-04,10,525.0,"Smugglers Notch, Vermont, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,6,550.0,"Crystal Mountain, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,6,729.0,"Frisco, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,10,729.0,"Frisco, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-04,10,495.0,"Canyon Creek Whitefish, MT., Montana, United States",2023,3,AIARE 1,aiare 1
Avalanche Rescue,2023-03-04,4,225.0,"Crested Butte Mountain Resort, Colorado, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1,2023-03-03,0,675.0,"Olympic Valley, California, United States",2023,3,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2023-03-03,3,795.0,"Donner Summit, California, United States",2023,3,AIARE 1 + Avalanche Rescue,aiare 1
Avalanche Rescue,2023-03-03,2,295.0,"Donner Summit, California, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1,2023-03-03,5,590.0,"Sawatch Range, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-03,12,729.0,"Rocky Mountain National Park, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-03,6,550.0,"Crested Butte, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-03,0,650.0,"Taos - Sangre de Cristo Range, New Mexico, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-03,3,650.0,"Taos - Sangre de Cristo Range, New Mexico, United States",2023,3,AIARE 1,aiare 1
AIARE 2 + Avalanche Rescue,2023-03-03,7,745.0,"Mammoth Lakes, California, United States",2023,3,AIARE 2 + Avalanche Rescue,aiare 2
Avalanche Rescue,2023-03-03,0,215.0,"Mammoth Lakes, California, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1,2023-03-03,13,645.0,"Vail Pass, Fremont Pass, and surrounding areas, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-03,0,482.0,"Lakewood & Field Location TBD, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 2,2023-03-03,11,550.0,"Stevens Pass, Washington, United States",2023,3,AIARE 2,aiare 2
AIARE 2,2023-03-03,0,725.0,"Loveland Pass / I-70, Colorado, United States",2023,3,AIARE 2,aiare 2
AIARE 2,2023-03-03,0,550.0,"Crystal Mountain, Washington, United States",2023,3,AIARE 2,aiare 2
Avalanche Rescue,2023-03-03,8,215.0,"Snoqualmie Pass, Washington, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 2,2023-03-03,0,595.0,"Mount Washington, New Hampshire, United States",2023,3,AIARE 2,aiare 2
Avalanche Rescue,2023-03-03,10,195.0,"Adirondacks, New York, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1,2023-03-03,14,595.0,"Summit County, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 2,2023-03-03,0,725.0,"South Lake Tahoe, California, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-03,0,550.0,"Mount Baker, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-03,0,490.0,"Kirkwood Mountain Resort, California, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-03,11,525.0,"Snowbird, Utah, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-03,9,999.0,"Red Mountain Pass, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-03,5,449.0,"SpringHill Suites by Marriott, Idaho, United States",2023,3,AIARE 1,aiare 1
AIARE 2,2023-03-03,0,212.0,"Salida, Colorado, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-03,14,500.0,"Empire Pass, Utah, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-03,5,520.0,"Stanley, Idaho, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-03,0,580.0,"Sierra Nevada, California, United States",2023,3,AIARE 1,aiare 1
AIARE 2,2023-03-03,4,525.0,"Baker Backcountry, Washington, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-03,8,599.63,"Silverton, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 2,2023-03-03,6,999.0,"Cameron Pass, 7 Utes Yurt, Colorado, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-03,3,829.0,"Rocky Mountain National Park, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-03,10,600.0,"Mountain Skillz, Colorado, United States",2023,3,AIARE 1,aiare 1
Avalanche Rescue,2023-03-02,0,250.0,"Taos - Sangre de Cristo Range, New Mexico, United States",2023,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-03-02,6,235.0,"Vail Pass, Fremont Pass, and surrounding areas, Colorado, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1 + Avalanche Rescue,2023-03-02,5,880.0,"Vail Pass, Fremont Pass, and surrounding areas, Colorado, United States",2023,3,AIARE 1 + Avalanche Rescue,aiare 1
Avalanche Rescue,2023-03-02,10,195.0,"Mount Washington, New Hampshire, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1,2023-03-02,9,550.0,"Stevens Pass, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-02,12,550.0,"Snoqualmie Pass, Washington, United States",2023,3,AIARE 1,aiare 1
Avalanche Rescue,2023-03-02,5,200.0,"Rocky Mountain National Park, Colorado, United States",2023,3,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-03-02,6,175.0,"Stevens Pass, Washington, United States",2023,3,Avalanche Rescue,avalanche rescue
AIARE 1,2023-03-02,3,1300.0,"Gaspesie National Park, Other / International, Canada",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-01,8,575.0,"Grand Teton National Park, Wyoming, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-01,0,495.0,"Blacktail Ski Area, Montana, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-01,23,550.0,"Online & Mount Baker Backcountry, Washington, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-01,6,550.0,"Mt Washington, New Hampshire, United States",2023,3,AIARE 1,aiare 1
AIARE 2,2023-03-01,8,625.0,"Bluebird Backcountry, Colorado, United States",2023,3,AIARE 2,aiare 2
AIARE 1,2023-03-01,11,515.0,"Hoosier Pass/Monarch Pass, Colorado, United States",2023,3,AIARE 1,aiare 1
AIARE 1,2023-03-01,10,600.0,"Three Sisters, Oregon, United States",2023,3,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2023-02-28,0,795.0,"Donner Summit, California, United States",2023,2,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2023-02-28,9,550.0,"Snoqualmie Pass, Washington, United States",2023,2,AIARE 1,aiare 1
AIARE 1,2023-02-28,6,590.0,"Mt Baker, Washington, United States",2023,2,AIARE 1,aiare 1
AIARE 2,2023-02-28,0,600.0,"Hybrid/Mt Baker, Washington, United States",2023,2,AIARE 2,aiare 2
AIARE 1,2023-02-28,8,550.0,"Mt Hood, Oregon, United States",2023,2,AIARE 1,aiare 1
AIARE 1,2023-02-28,11,500.0,"Snoqualmie Pass, Washington, United States",2023,2,AIARE 1,aiare 1
AIARE 1,2023-02-28,9,475.0,"Anthony Lakes, Oregon, United States",2023,2,AIARE 1,aiare 1
Avalanche Rescue,2023-02-27,0,295.0,"Donner Summit, California, United States",2023,2,Avalanche Rescue,avalanche rescue
AIARE 1,2023-02-27,6,699.0,"Rocky Mountain National Park, Colorado, United States",2023,2,AIARE 1,aiare 1
AIARE 1,2023-02-27,6,495.0,"Snoqualmie Pas, Washington, United States",2023,2,AIARE 1,aiare 1
AIARE 1,2023-02-27,18,895.0,"Francie's Cabin, Colorado, United States",2023,2,AIARE 1,aiare 1
Avalanche Rescue,2023-02-27,4,235.0,"Mt Hood, Oregon, United States",2023,2,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-02-27,8,250.0,"Aspen, Colorado, United States",2023,2,Avalanche Rescue,avalanche rescue
