year,month,consumer_sentiment,year_month,unemployment_rate,cpi,gas_price,cpi_yoy_pct,gas_price_z,cpi_yoy_pct_z,unemployment_rate_z,consumer_sentiment_z,economic_pressure_index
2024,7,66.4,2024-07-01,4.2,313.569,3.4838,2.9414757935583014,0.8625016040657605,-0.24908368835614644,-0.19249698835119994,-0.7090187167511293,1.1299396441095433
2024,8,67.9,2024-08-01,4.2,314.062,3.38925,2.607144490692037,0.7005394955562997,-0.40293323006462506,-0.19249698835119994,-0.6165891613557462,0.7216984384962208
2024,9,70.1,2024-09-01,4.1,314.732,3.2138,2.4264830315416708,0.39999743381135056,-0.4860683791110398,-0.2478589190379569,-0.4810258134425183,0.14709594910487217
2024,10,70.5,2024-10-01,4.1,315.631,3.137,2.578844053871343,0.2684406920500962,-0.41595626798445506,-0.2478589190379569,-0.45637793200374915,0.06100343703143335
2024,11,71.8,2024-11-01,4.2,316.528,3.05275,2.719472461284833,0.12412226114663694,-0.3512431650046449,-0.19249698835119994,-0.3762723173277506,-0.043345574881457294
2024,12,74.0,2024-12-01,4.1,317.604,3.0176,2.870690967509981,0.06391107009314576,-0.2816568065598123,-0.2478589190379569,-0.2407089694145219,-0.22489568609010152
2025,1,71.7,2025-01-01,4.0,318.961,3.0755,2.9909783078999608,0.16309251993659155,-0.22630407101374,-0.30322084972471336,-0.3824342876874425,0.016001886885580685
2025,2,64.7,2025-02-01,4.2,319.679,3.12075,2.8015834477613355,0.24060479291441433,-0.31345807718804225,-0.19249698835119994,-0.813772212865897,0.548421940241069
2025,3,57.0,2025-03-01,4.2,319.785,3.0964,2.381981462805549,0.1988937686710998,-0.5065467067359567,-0.19249698835119994,-1.2882439305621969,0.7880940041461401
2025,4,52.2,2025-04-01,4.2,320.302,3.17125,2.32538823025783,0.3271102025360725,-0.5325892663665479,-0.19249698835119994,-1.5840185078274227,1.1860424556457474
2025,5,52.2,2025-05-01,4.3,320.62,3.15,2.3772651073680873,0.2907094113586417,-0.5087170363352704,-0.13713505766444345,-1.5840185078274227,1.2288758251863505
2025,6,60.7,2025-06-01,4.1,321.435,3.1502,2.680453865910226,0.2910520070403116,-0.369198387758325,-0.2478589190379569,-1.0602510272535852,0.734245727497615
2025,7,61.7,2025-07-01,4.3,322.169,3.12475,2.742618052167134,0.24745670654781302,-0.3405922372593648,-0.13713505766444345,-0.9986313236566631,0.7683607352806678
2025,8,58.2,2025-08-01,4.3,323.291,3.1325,2.9385917430316155,0.2607322892125224,-0.2504108445272579,-0.13713505766444345,-1.2143002862458903,1.0874866732667112
2025,9,55.1,2025-09-01,4.4,324.245,3.1656,3.0225715847133294,0.3174318745288966,-0.2117657639000021,-0.08177312697768646,-1.4053213673963487,1.4292143510475568
2025,10,53.6,2025-10-01,,,3.05975,,0.1361131100050848,,,-1.4977509227917318,
2025,11,51.0,2025-11-01,4.5,325.063,3.0495,2.6964439164939513,0.11855508131950056,-0.3618402315428851,-0.02641119629092998,-1.6579621521437293,1.3882658056294148
2025,12,52.9,2025-12-01,4.4,326.031,2.8944,2.653304114557753,-0.1471278698155327,-0.38169191369283184,-0.08177312697768646,-1.5408847153095775,0.9302918048235265
2026,1,56.4,2026-01-01,4.3,326.588,2.8085,2.391201432150014,-0.2942727150927692,-0.5023039450021576,-0.13713505766444345,-1.3252157527203503,0.3915040349609801
2026,2,56.6,2026-02-01,4.4,327.46,2.9074999999999998,2.4340041103732224,-0.12468785266615263,-0.4826073973798424,-0.08177312697768646,-1.3128918120009656,0.6238234349772841
2026,3,,2026-03-01,,,3.6376,,1.125957683269939,,,,
