course,model_name,rmse_mean,mae_mean,mape_mean
aiare 1,bagging_n_estimators=10_max_samples=0.9_max_features=0.9,167.57086879291472,134.90952380952382,198.40988842594817
aiare 1,bagging_n_estimators=10_max_samples=0.9_max_features=0.7,167.77494072152754,137.65238095238095,330.74601209440874
aiare 1,ridge_alpha=1.0,170.4929936146413,155.63545376185863,580.9257977713125
aiare 1,bagging_n_estimators=50_max_samples=0.7_max_features=0.7,171.0391655102695,137.54761904761907,381.46261105402255
aiare 1,gbr_n_estimators=300_learning_rate=0.01_max_depth=5_subsample=1.0,172.251909680853,144.7618612835921,184.8435370026177
aiare 1,gbr_n_estimators=300_learning_rate=0.01_max_depth=6_subsample=1.0,174.47668969996204,145.43487912033677,183.01782935124552
aiare 1,elasticnet_alpha=0.05_l1_ratio=0.3,174.8656322878894,159.3756389630377,544.4294949019472
aiare 1,bagging_n_estimators=25_max_samples=0.7_max_features=0.9,175.10472542389195,155.04571428571427,276.0392129688617
aiare 1,bagging_n_estimators=25_max_samples=0.9_max_features=0.7,179.54973279301382,154.28571428571428,425.6782690907977
aiare 1,bagging_n_estimators=10_max_samples=0.7_max_features=0.7,182.79433975560625,161.23809523809524,364.8309149800604
aiare 1,bagging_n_estimators=25_max_samples=0.7_max_features=0.7,193.98362942285718,169.6266666666667,461.4115271833395
aiare 1,elasticnet_alpha=0.05_l1_ratio=0.1,195.6477864052342,178.18796745296316,630.563181007112
aiare 1,elasticnet_alpha=0.5_l1_ratio=0.9,197.05541593771167,178.29975034146076,646.6330182622488
aiare 1,bagging_n_estimators=10_max_samples=0.7_max_features=0.9,198.78870789223257,162.1,281.3360002876831
aiare 1,elasticnet_alpha=0.1_l1_ratio=0.5,203.55429850798257,185.10462439694993,664.6326102543268
aiare 1,bagging_n_estimators=10_max_samples=0.7_max_features=1.0,206.72346208634448,163.70000000000002,59.80908136546104
aiare 1,gbr_n_estimators=200_learning_rate=0.01_max_depth=6_subsample=0.8,206.77685754557294,185.89671238788742,564.6798657209132
aiare 1,gbr_n_estimators=200_learning_rate=0.01_max_depth=3_subsample=0.8,206.85047169541667,181.38460280432795,570.5353002190265
